index	sentence1	label
402	urgent urgent! we have 800 free flights to europe to give away, call b4 10th sept & take a friend 4 free. call now to claim on 09050000555. ba128nnfwfly150ppm	1
403	hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around	0
404	i will cme i want to go to hos 2morow. after that i wil cme. this what i got from her dear what to do. she didnt say any time	0
405	at what time should i come tomorrow	0
406	s:)s.nervous  &lt;#&gt; :)	0
407	leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh	0
408	your free ringtone is waiting to be collected. simply text the password \mix\" to 85069 to verify. get usher and britney. fml  mk17 92h. 450ppw 16"	1
409	networking technical support associate.	0
410	k..k..any special today?	0
411	u having lunch alone? i now so bored...	0
412	oh yah... we never cancel leh... haha	0
413	i'm wif him now buying tix lar...	0
414	are you planning to come chennai?	0
415	does not operate after  &lt;#&gt;  or what	0
416	i dont thnk its a wrong calling between us	0
417	oh really? perform, write a paper, go to a movie and be home by midnight, huh?	0
418	i called but no one pick up e phone. i ask both of them already they said ok.	0
419	aight, i'm chillin in a friend's room so text me when you're on the way	0
420	hmm, too many of them unfortunately... pics obviously arent hot cakes. its kinda fun tho	0
421	haha... hope ?_ can hear the receipt sound... gd luck!	0
422	you unbelievable faglord	0
423	i'm an actor. when i work, i work in the evening and sleep late. since i'm unemployed at the moment, i always sleep late. when you're unemployed, every day is saturday.	0
424	hello boytoy ! geeee ... i'm missing you today. i like to send you a tm and remind you i'm thinking of you ... and you are loved ... *loving kiss*	0
425	havent.	0
426	hmm .. bits and pieces lol ... *sighs* ...	0
427	how are you. its been ages. how's abj	0
428	whom you waited for yesterday	0
429	me too. mark is taking forever to pick up my prescription and the pain is coming back.	0
430	sorry i missed your call. can you please call back.	0
431	ask g or iouri, i've told the story like ten times already	0
432	freemsg: hey - i'm buffy. 25 and love to satisfy men. home alone feeling randy. reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts	1
433	baaaaabe! i misss youuuuu ! where are you ? i have to go and teach my class at 5 ...	0
434	ok.	0
435	yes..but they said its it.,	0
436	cool breeze... bright sun... fresh flower... twittering birds... all these waiting to wish u: \goodmorning &amp; have a nice day\" :)"	0
437	ya but it cant display internal subs so i gotta extract them	0
438	urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or ??10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+	1
439	kindly send some one to our flat before  &lt;decimal&gt;  today.	0
440	let's pool our money together and buy a bunch of lotto tickets. if we win i get &lt;#&gt; % u get &lt;#&gt; %. deal?	0
441	badrith is only for chennai:)i will surely pick for us:)no competition for him.	0
442	spending new years with my brother and his family. lets plan to meet next week. are you ready to be spoiled? :)	0
443	sorry da thangam, very very sorry i am held up with prasad.	0
444	urgent! you have won a 1 week free membership in our ??100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18	1
445	i am back. good journey! let me know if you need any of the receipts. shall i tell you like the pendent?	0
446	awesome, plan to get here any time after like  &lt;#&gt; , i'll text you details in a wee bit	0
447	i.ll post her out l8r. in class	0
448	u can win ??100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription	1
449	i think chennai well settled?	0
450	\ey! calm downon theacusations.. itxt u cos iwana know wotu r doin at thew/end... haventcn u in ages..ring me if ur up4 nething sat.love j xxx.\""	0
451	otherwise had part time job na-tuition..	0
452	send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must.	0
453	* am on my way	0
454	s s..first time..dhoni rocks...	0
455	fantasy football is back on your tv. go to sky gamestar on sky active and play ??250k dream team. scoring starts on saturday, so register now!sky opt out to 88088	1
456	ya! when are ?_ taking ure practical lessons? i start in june..	0
457	well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.	0
458	got it..mail panren paru..	0
459	u free on sat rite? u wan 2 watch infernal affairs wif me n darren n mayb xy?	0
460	ugh my leg hurts. musta overdid it on mon.	0
461	my new years eve was ok. i went to a party with my boyfriend. who is this si then hey	0
462	what part of \don't initiate\" don't you understand"	0
463	stupid.its not possible	0
464	k i'll be there before 4.	0
465	pls speak to that customer machan.	0
466	fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.	0
467	i will be gentle princess! we will make sweet gentle love...	0
468	ok chinese food on its way. when i get fat you're paying for my lipo.	0
469	i meant middle left or right?	0
470	hi, my love! how goes that day? fuck, this morning i woke and dropped my cell on the way down the stairs but it seems alright ... *phews* i miss you !	0
471	dude avatar 3d was imp. at one point i thought there were actually flies in the room and almost tried hittng one as a reflex	0
472	still work going on:)it is very small house.	0
473	yes see ya not on the dot	0
474	okay lor... wah... like that def they wont let us go... haha... what did they say in the terms and conditions?	0
475	lmao you know me so well...	0
476	not yet. just i'd like to keep in touch and it will be the easiest way to do that from barcelona. by the way how ru and how is the house?	0
477	headin towards busetop	0
478	oh right, ok. i'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!	0
479	shall i bring us a bottle of wine to keep us amused? only joking! i???ll bring one anyway	0
480	ok... c ya...	0
481	serious? what like proper tongued her	0
482	as usual..iam fine, happy &amp; doing well..:)	0
483	ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms)	1
484	yep get with the program. you're slacking.	0
485	sir, i am waiting for your call.	0
486	awesome, i remember the last time we got somebody high for the first time with diesel :v	0
487	that is wondarfull song	0
488	hi mate its rv did u hav a nice hol just a message 3 say hello coz haven??t sent u 1 in ages started driving so stay off roads!rvx	0
489	how are you doing. how's the queen. are you going for the royal wedding	0
490	what time you think you'll have it? need to know when i should be near campus	0
491	for ur chance to win a ??250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk	1
492	get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only	1
493	since when, which side, any fever, any vomitin.	0
494	ok.ok ok..then..whats ur todays plan	0
495	fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p.s this is my dads fone, -no credit	0
496	pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.	0
497	nope... think i will go for it on monday... sorry i replied so late	0
498	urgent! please call 09061743810 from landline. your abta complimentary 4* tenerife holiday or #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm	1
499	well its not like you actually called someone a punto. that woulda been worse.	0
500	anything lor... u decide...	0
501	i will cal you sir. in meeting	0
502	there'll be a minor shindig at my place later tonight, you interested?	0
503	just got some gas money, any chance you and the gang want to go on a grand nature adventure?	0
504	its a laptop take it with you.	0
505	do not b late love mum	0
506	its sunny in california. the weather's just cool	0
507	you'll not rcv any more msgs from the chat svc. for free hardcore services text go to: 69988 if u get nothing u must age verify with yr network & try again	1
508	0a$networks allow companies to bill for sms, so they are responsible for their \suppliers\"	1
509	i'm at bruce &amp; fowler now but i'm in my mom's car so i can't park (long story)	0
510	now am free call me pa.	0
511	ya they are well and fine., bbd(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..	0
512	oh sorry please its over	0
513	actually i decided i was too hungry so i haven't left yet :v	0
514	cancel cheyyamo?and get some money back?	0
515	not that i know of, most people up here are still out of town	0
516	urgent! we are trying to contact u. todays draw shows that you have won a ??800 prize guaranteed. call 09050001295 from land line. claim a21. valid 12hrs only	1
